matchId,scrapeDate
NA1_4957640049,2024-04-13
NA1_4957616156,2024-04-13
NA1_4950467307,2024-04-13
NA1_4950449112,2024-04-13
NA1_4950426408,2024-04-13
NA1_4950415887,2024-04-13
NA1_4950395924,2024-04-13
NA1_4950373471,2024-04-13
NA1_4950347346,2024-04-13
NA1_4947704350,2024-04-13
NA1_4947681704,2024-04-13
NA1_4947289317,2024-04-13
NA1_4947265589,2024-04-13
NA1_4947249438,2024-04-13
NA1_4947238017,2024-04-13
NA1_4947209428,2024-04-13
NA1_4947193052,2024-04-13
NA1_4947172557,2024-04-13
NA1_4947041943,2024-04-13
NA1_4976557343,2024-04-22
NA1_4976542374,2024-04-22
NA1_4976520380,2024-04-22
NA1_4976499703,2024-04-22
NA1_4976482352,2024-04-22
NA1_4976469884,2024-04-22
NA1_4976431596,2024-04-22
NA1_4976407736,2024-04-22
NA1_4975033762,2024-04-22
NA1_4975013738,2024-04-22
NA1_4974984342,2024-04-22
NA1_4974968307,2024-04-22
NA1_4974942903,2024-04-22
NA1_4974913338,2024-04-22
NA1_4974891885,2024-04-22
NA1_4974865139,2024-04-22
NA1_4994581508,2024-05-10
NA1_4994568907,2024-05-10
NA1_4994553118,2024-05-10
NA1_4994540972,2024-05-10
NA1_4994518427,2024-05-10
NA1_4994503553,2024-05-10
NA1_4994487938,2024-05-10
NA1_4993223102,2024-05-10
NA1_4993208814,2024-05-10
NA1_4993184317,2024-05-10
NA1_4993174929,2024-05-10
NA1_4993153437,2024-05-10
NA1_4993134289,2024-05-10
NA1_4993115158,2024-05-10
NA1_4991824568,2024-05-10
NA1_4991798306,2024-05-10
NA1_4991783739,2024-05-10
NA1_4991764542,2024-05-10
NA1_4990251991,2024-05-10
NA1_4990237864,2024-05-10
NA1_4990211059,2024-05-10
NA1_4990195754,2024-05-10
NA1_4990168650,2024-05-10
NA1_4988787679,2024-05-10
NA1_4988766360,2024-05-10
NA1_4988750894,2024-05-10
NA1_4988720558,2024-05-10
NA1_4988694391,2024-05-10
NA1_4988681423,2024-05-10
NA1_4987190933,2024-05-10
NA1_4987161721,2024-05-10
NA1_4987143909,2024-05-10
NA1_4987110049,2024-05-10
NA1_4987077283,2024-05-10
NA1_4987060759,2024-05-10
NA1_4987032275,2024-05-10
NA1_4983533114,2024-05-10
NA1_4983512228,2024-05-10
NA1_4983491777,2024-05-10
NA1_4983469773,2024-05-10
NA1_4983444981,2024-05-10
NA1_4983415993,2024-05-10
NA1_4983394185,2024-05-10
NA1_4983368430,2024-05-10
NA1_4981070398,2024-05-10
NA1_4981056459,2024-05-10
NA1_4981039439,2024-05-10
NA1_4981027023,2024-05-10
NA1_4981003107,2024-05-10
NA1_4980981598,2024-05-10
NA1_4980964435,2024-05-10
NA1_4980949044,2024-05-10
NA1_4980921726,2024-05-10
NA1_4980905970,2024-05-10
NA1_5035750286,2024-07-08
NA1_5035738777,2024-07-08
NA1_5035720241,2024-07-08
NA1_5035706781,2024-07-08
NA1_5035679729,2024-07-08
NA1_5035672747,2024-07-08
NA1_5035648637,2024-07-08
NA1_5032667217,2024-07-08
NA1_5032652382,2024-07-08
NA1_5032637400,2024-07-08
NA1_5032613704,2024-07-08
NA1_5032598873,2024-07-08
NA1_5032574523,2024-07-08
NA1_5032566833,2024-07-08
NA1_5032548801,2024-07-08
NA1_5032526843,2024-07-08
NA1_5023665705,2024-07-08
NA1_5023653200,2024-07-08
NA1_5023633649,2024-07-08
NA1_5023622190,2024-07-08
NA1_5081363109,2024-08-12
NA1_5081310325,2024-08-12
NA1_5081255882,2024-08-12
NA1_5080308447,2024-08-12
NA1_5080276721,2024-08-12
NA1_5080254517,2024-08-12
NA1_5080216561,2024-08-12
NA1_5080198768,2024-08-12
NA1_5080170254,2024-08-12
NA1_5080109231,2024-08-12
NA1_5080073276,2024-08-12
NA1_5080028802,2024-08-12
NA1_5079354314,2024-08-12
NA1_5079324359,2024-08-12
NA1_5079306973,2024-08-12
NA1_5079282563,2024-08-12
NA1_5079256581,2024-08-12
NA1_5079237135,2024-08-12
NA1_5079202363,2024-08-12
NA1_5079169431,2024-08-12
NA1_5077192886,2024-08-12
NA1_5077172042,2024-08-12
NA1_5077143987,2024-08-12
NA1_5077101485,2024-08-12
NA1_5077105105,2024-08-12
NA1_5077064714,2024-08-12
NA1_5077029702,2024-08-12
NA1_5077000929,2024-08-12
NA1_5072065466,2024-08-12
NA1_5072032431,2024-08-12
NA1_5071984302,2024-08-12
NA1_5071951923,2024-08-12
NA1_5070074165,2024-08-12
NA1_5070051563,2024-08-12
NA1_5070027551,2024-08-12
NA1_5070021061,2024-08-12
NA1_5070014725,2024-08-12
NA1_5069661548,2024-08-12
NA1_5069627626,2024-08-12
NA1_5069595558,2024-08-12
NA1_5069557526,2024-08-12
NA1_5069527055,2024-08-12
NA1_5069519895,2024-08-12
NA1_5068445670,2024-08-12
NA1_5068414332,2024-08-12
NA1_5068377137,2024-08-12
NA1_5068375032,2024-08-12
NA1_5068342027,2024-08-12
NA1_5068296679,2024-08-12
NA1_5067649312,2024-08-12
NA1_5067641378,2024-08-12
NA1_5067623777,2024-08-12
NA1_5067035789,2024-08-12
NA1_5067020602,2024-08-12
NA1_5066987155,2024-08-12
NA1_5066950984,2024-08-12
NA1_5066911744,2024-08-12
NA1_5066879391,2024-08-12
NA1_5066877188,2024-08-12
NA1_5066249928,2024-08-12
NA1_5066032760,2024-08-12
NA1_5066001677,2024-08-12
NA1_5065980486,2024-08-12
NA1_5065977425,2024-08-12
NA1_5061500328,2024-08-12
NA1_5061497996,2024-08-12
NA1_5061492838,2024-08-12
NA1_5061479954,2024-08-12
NA1_5061471958,2024-08-12
NA1_5061458632,2024-08-12
NA1_5061433735,2024-08-12
NA1_5061123091,2024-08-12
NA1_5061115427,2024-08-12
NA1_5061044704,2024-08-12
NA1_5061043973,2024-08-12
NA1_5060593325,2024-08-12
NA1_5060553939,2024-08-12
NA1_5060534426,2024-08-12
NA1_5060486718,2024-08-12
NA1_5060455062,2024-08-12
NA1_5060405448,2024-08-12
NA1_5060388796,2024-08-12
NA1_5060340060,2024-08-12
NA1_5060280331,2024-08-12
NA1_5060222691,2024-08-12
NA1_5059590779,2024-08-12
NA1_5059576057,2024-08-12
NA1_5059560905,2024-08-12
NA1_5059539038,2024-08-12
NA1_5059533138,2024-08-12
NA1_5059502976,2024-08-12
NA1_5059488382,2024-08-12
NA1_5059479998,2024-08-12
NA1_5059447279,2024-08-12
NA1_5057531033,2024-08-12
NA1_5057491937,2024-08-12
NA1_5056372627,2024-08-12
NA1_5056313731,2024-08-12
NA1_5056256953,2024-08-12
NA1_5056174340,2024-08-12
